U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
0.00V;0.17V;0.000A;0.000A;320.00W;0.00W;N/A;N/A;N/A;On;CV;None;30.04.2024 11:37:51.450
40.00V;2.61V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:37:56.456
40.00V;2.82V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:01.470
40.00V;2.94V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:06.485
40.00V;2.94V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:11.490
40.00V;2.91V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:16.483
40.00V;2.92V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:21.488
40.00V;2.90V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:26.507
40.00V;2.92V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:31.506
40.00V;2.90V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:36.510
40.00V;2.90V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:41.501
40.00V;2.93V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:46.510
40.00V;2.92V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:51.500
40.00V;2.93V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:38:56.510
40.00V;2.91V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:01.522
40.00V;2.87V;0.100A;0.095A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:06.535
40.00V;2.98V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:11.537
40.00V;2.93V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:16.540
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:21.539
40.00V;2.92V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:26.548
40.00V;2.90V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:31.576
40.00V;2.91V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:36.590
40.00V;2.89V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:41.583
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:46.579
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:51.583
40.00V;2.87V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:39:56.596
40.00V;2.93V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:01.617
40.00V;2.95V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:06.625
40.00V;2.92V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:11.632
40.00V;2.91V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:16.640
40.00V;2.92V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:21.667
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:26.659
40.00V;2.86V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:31.659
40.00V;2.88V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:36.659
40.00V;2.90V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:41.664
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:46.684
40.00V;2.91V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:51.679
40.00V;2.90V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:40:56.677
40.00V;2.92V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:01.679
40.00V;2.90V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:06.686
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:11.684
40.00V;2.91V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:16.689
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:21.716
40.00V;2.84V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:26.709
40.00V;2.86V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:31.707
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:36.714
40.00V;2.88V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:41.704
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:46.729
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:51.745
40.00V;2.91V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:41:56.756
40.00V;2.90V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:01.755
40.00V;2.87V;0.100A;0.097A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:06.778
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:11.775
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:16.789
40.00V;2.89V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:21.787
40.00V;2.91V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:26.788
40.00V;2.91V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:31.783
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:36.782
40.00V;2.90V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:41.791
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:46.792
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:51.781
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:42:56.784
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:01.785
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:06.782
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:11.793
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:16.786
40.00V;2.89V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:21.790
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:26.811
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:31.822
40.00V;2.87V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:36.829
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:41.830
40.00V;2.80V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:46.852
40.00V;2.88V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:51.848
40.00V;2.86V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:43:56.868
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:01.867
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:06.883
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:11.880
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:16.879
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:21.885
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:26.884
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:31.906
40.00V;2.79V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:36.907
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:41.905
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:46.916
40.00V;2.84V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:51.913
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:44:56.920
40.00V;2.90V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:01.914
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:06.910
40.00V;2.86V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:11.918
40.00V;2.85V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:16.912
40.00V;2.84V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:21.914
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:26.912
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:31.909
40.00V;2.89V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:36.924
40.00V;2.91V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:41.942
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:46.942
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:51.943
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:45:56.968
40.00V;2.80V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:01.978
40.00V;2.88V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:06.998
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:12.017
40.00V;2.87V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:17.011
40.00V;2.79V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:22.027
40.00V;2.78V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:27.022
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:32.045
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:37.034
40.00V;2.88V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:42.037
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:47.036
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:52.043
40.00V;2.88V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:46:57.039
40.00V;2.88V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:02.037
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:07.036
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:12.046
40.00V;2.83V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:17.047
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:22.037
40.00V;2.82V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:27.041
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:32.038
40.00V;2.80V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:37.033
40.00V;2.80V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:42.037
40.00V;2.83V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:47.036
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:52.054
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:47:57.067
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:02.075
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:07.065
40.00V;2.86V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:12.075
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:17.089
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:22.088
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:27.081
40.00V;2.80V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:32.095
40.00V;2.84V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:37.087
40.00V;2.79V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:42.095
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:47.086
40.00V;2.83V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:52.086
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:48:57.099
40.00V;2.80V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:02.105
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:07.123
40.00V;2.79V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:12.121
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:17.142
40.00V;2.83V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:22.131
40.00V;2.79V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:27.131
40.00V;2.79V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:32.139
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:37.137
40.00V;2.83V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:42.136
40.00V;2.84V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:47.134
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:52.132
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:49:57.145
40.00V;2.78V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:02.145
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:07.171
40.00V;2.82V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:12.169
40.00V;2.84V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:17.165
40.00V;2.77V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:22.159
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:27.161
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:32.166
40.00V;2.86V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:37.174
40.00V;2.82V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:42.170
40.00V;2.84V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:47.171
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:52.170
40.00V;2.79V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:50:57.167
40.00V;2.82V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:02.161
40.00V;2.80V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:07.181
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:12.189
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:17.184
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:22.184
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:27.194
40.00V;2.84V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:32.197
40.00V;2.86V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:37.207
40.00V;2.84V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:42.212
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:47.219
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:52.219
40.00V;2.82V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:51:57.210
40.00V;2.80V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:02.212
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:07.228
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:12.228
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:17.252
40.00V;2.85V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:22.241
40.00V;2.82V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:27.256
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:32.263
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:37.274
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:42.276
40.00V;2.88V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:47.292
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:52.290
40.00V;2.89V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:52:57.301
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:02.305
40.00V;2.82V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:07.305
40.00V;2.87V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:12.300
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:17.327
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:22.326
40.00V;2.81V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:27.342
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:32.336
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:37.333
40.00V;2.91V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:42.339
40.00V;2.90V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:47.347
40.00V;2.83V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:52.339
40.00V;2.81V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:53:57.337
40.00V;2.85V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:54:02.340
40.00V;2.84V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:54:07.348
40.00V;2.88V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:54:12.359
40.00V;2.86V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;30.04.2024 11:54:17.361
