U set;U ctul;I set;I ctul;P set;P ctul;R set;R ctul;R mode;Output/Input;Deice mode;Error;Time
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:47:22.273
40;5.06;0.5;0.515;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 07:47:27.273
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:47:32.273
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:47:37.273
40;5;0.5;0.506;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:47:42.273
40;5.02;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:47:47.272
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:47:52.272
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:47:57.272
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:48:02.272
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:48:07.272
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:48:12.272
40;5.04;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:48:17.272
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:48:22.272
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:48:27.272
40;5.01;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:48:32.272
40;4.97;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:48:37.272
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:48:42.272
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:48:47.272
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:48:52.272
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:48:57.272
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:49:02.272
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:49:07.272
40;5.01;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:49:12.272
40;4.96;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:49:17.272
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:49:22.272
40;5.1;0.5;0.511;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 07:49:27.272
40;5.05;0.5;0.515;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:49:32.272
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:49:37.272
40;5.02;0.5;0.508;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:49:42.272
40;5.06;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:49:47.271
40;5.13;0.5;0.505;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:49:52.271
40;5.05;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:49:57.271
40;5.06;0.5;0.509;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:50:02.271
40;4.97;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:50:07.271
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:50:12.271
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:50:17.271
40;4.99;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:50:22.271
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:50:27.271
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:50:32.271
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:50:37.271
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:50:42.271
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:50:47.271
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:50:52.271
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:50:57.271
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:51:02.271
40;5.04;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:51:07.271
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:51:12.271
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:51:17.270
40;4.97;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:51:22.271
40;4.95;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:51:27.271
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:51:32.271
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:51:37.271
40;4.94;0.5;0.511;320.00W;2.52W;N/;N/;N/;On;CC;None;27/04/2024 07:51:42.270
40;4.95;0.5;0.509;320.00W;2.52W;N/;N/;N/;On;CC;None;27/04/2024 07:51:47.270
40;5.01;0.5;0.516;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:51:52.270
40;4.96;0.5;0.512;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 07:51:57.270
40;4.95;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:52:02.270
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:52:07.270
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:52:12.270
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:52:17.270
40;5.05;0.5;0.513;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:52:22.270
40;5.04;0.5;0.505;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:52:27.270
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:52:32.270
40;5.07;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:52:37.270
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 07:52:42.270
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:52:47.270
40;5.06;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:52:52.270
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:52:57.270
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:53:02.270
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:53:07.269
40;5.04;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:53:12.270
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:53:17.270
40;5.03;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:53:22.270
40;5.03;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:53:27.270
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:53:32.270
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:53:37.269
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:53:42.269
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:53:47.269
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:53:52.269
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:53:57.269
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:54:02.269
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:54:07.269
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:54:12.269
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:54:17.269
40;5.01;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:54:22.269
40;5.11;0.5;0.507;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:54:27.269
40;4.96;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:54:32.269
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:54:37.269
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:54:42.269
40;5.01;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:54:47.269
40;4.97;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:54:52.269
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:54:57.269
40;4.99;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:55:02.268
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:55:07.269
40;5.01;0.5;0.513;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:55:12.269
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:55:17.269
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:55:22.269
40;5.02;0.5;0.515;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:55:27.268
40;5.05;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:55:32.269
40;5.07;0.5;0.512;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:55:37.268
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:55:42.268
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:55:47.268
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:55:52.268
40;5.01;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:55:57.268
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:56:02.268
40;5.04;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:56:07.268
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:56:12.268
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:56:17.268
40;5.08;0.5;0.508;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:56:22.268
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:56:27.268
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:56:32.268
40;5.01;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:56:37.268
40;5.02;0.5;0.508;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:56:42.268
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:56:47.268
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:56:52.268
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:56:57.268
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:57:02.268
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:57:07.268
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:57:12.268
40;5.05;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:57:17.268
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:57:22.268
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:57:27.268
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:57:32.267
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:57:37.267
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:57:42.267
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:57:47.267
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:57:52.267
40;5.05;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:57:57.267
40;5.04;0.5;0.506;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:58:02.267
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:58:07.267
40;5.09;0.5;0.509;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:58:12.267
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:58:17.267
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:58:22.267
40;5.07;0.5;0.516;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 07:58:27.267
40;4.99;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:58:32.267
40;5.04;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:58:37.267
40;4.99;0.5;0.513;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:58:42.267
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 07:58:47.267
40;5.05;0.5;0.515;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:58:52.267
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:58:57.267
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:59:02.267
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:59:07.267
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 07:59:12.267
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 07:59:17.267
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 07:59:22.266
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 07:59:27.266
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:59:32.266
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:59:37.266
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 07:59:42.266
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 07:59:47.266
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 07:59:52.266
40;5.06;0.5;0.514;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 07:59:57.266
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:00:02.266
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:00:07.266
40;5.03;0.5;0.513;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:00:12.266
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:00:17.266
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:00:22.266
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:00:27.266
40;5.06;0.5;0.517;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 08:00:32.266
40;5.13;0.5;0.511;320.00W;2.62W;N/;N/;N/;On;CC;None;27/04/2024 08:00:37.266
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:00:42.266
40;5.13;0.5;0.509;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 08:00:47.266
40;5.05;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:00:52.266
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:00:57.266
40;5.11;0.5;0.509;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:01:02.266
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:01:07.266
40;4.99;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:01:12.266
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:01:17.266
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:01:22.265
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:01:27.265
40;5.12;0.5;0.511;320.00W;2.61W;N/;N/;N/;On;CC;None;27/04/2024 08:01:32.265
40;5.06;0.5;0.509;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:01:37.265
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:01:42.265
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:01:47.265
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 08:01:52.265
40;5.03;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:01:57.265
40;5.08;0.5;0.509;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:02:02.265
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:02:07.265
40;4.96;0.5;0.505;320.00W;2.50W;N/;N/;N/;On;CC;None;27/04/2024 08:02:12.265
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:02:17.265
40;4.98;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;27/04/2024 08:02:22.265
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:02:27.265
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:02:32.265
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:02:37.265
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:02:42.265
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:02:47.265
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:02:52.265
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:02:57.265
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:03:02.265
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:03:07.264
40;4.95;0.5;0.513;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 08:03:12.264
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:03:17.264
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:03:22.264
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:03:27.264
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:03:32.264
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:03:37.264
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:03:42.264
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:03:47.264
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:03:52.264
40;5.13;0.5;0.511;320.00W;2.62W;N/;N/;N/;On;CC;None;27/04/2024 08:03:57.264
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:04:02.264
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:04:07.264
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:04:12.264
40;5;0.5;0.517;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:04:17.264
40;5.05;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:04:22.264
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:04:27.264
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:04:32.264
40;4.93;0.5;0.511;320.00W;2.52W;N/;N/;N/;On;CC;None;27/04/2024 08:04:37.264
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:04:42.264
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:04:47.264
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:04:52.264
40;5.03;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:04:57.264
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:05:02.264
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:05:07.263
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:05:12.263
40;4.91;0.5;0.512;320.00W;2.51W;N/;N/;N/;On;CC;None;27/04/2024 08:05:17.263
40;5;0.5;0.517;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:05:22.263
40;5;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:05:27.263
40;5;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:05:32.263
40;5.02;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:05:37.263
40;5.02;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:05:42.263
40;4.98;0.5;0.51;320.00W;2.54W;N/;N/;N/;On;CC;None;27/04/2024 08:05:47.263
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:05:52.263
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:05:57.263
40;5.01;0.5;0.513;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:06:02.263
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:06:07.263
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:06:12.263
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:06:17.263
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:06:22.263
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:06:27.263
40;5.08;0.5;0.509;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:06:32.263
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:06:37.263
40;5.05;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:06:42.263
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:06:47.263
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:06:52.262
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:06:57.262
40;5.02;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:07:02.262
40;5.03;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:07:07.262
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:07:12.262
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:07:17.262
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:07:22.262
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:07:27.262
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;27/04/2024 08:07:32.262
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:07:37.262
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:07:42.262
40;5.07;0.5;0.509;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:07:47.262
40;5.01;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:07:52.262
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;27/04/2024 08:07:57.262
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:08:02.262
40;4.99;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;27/04/2024 08:08:07.262
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;27/04/2024 08:08:12.262
40;5.04;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:08:17.262
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;27/04/2024 08:08:22.262
40;5.01;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;27/04/2024 08:08:27.262
