U set;U ctul;I set;I ctul;P set;P ctul;R set;R ctul;R mode;Output/Input;Deice mode;Error;Time
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:26:06.715
40;5.08;0.5;0.509;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:26:11.715
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:26:16.715
40;5.05;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:26:21.715
40;5.06;0.5;0.509;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:26:26.715
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:26:31.715
40;5.06;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:26:36.714
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:26:41.715
40;5.01;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:26:46.715
40;5.01;0.5;0.516;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:26:51.715
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:26:56.715
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:27:01.714
40;5;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:27:06.714
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:27:11.714
40;5.05;0.5;0.516;320.00W;2.60W;N/;N/;N/;On;CC;None;28/04/2024 06:27:16.714
40;5.04;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:27:21.714
40;5.02;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:27:26.714
40;5.02;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:27:31.714
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:27:36.714
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:27:41.714
40;4.98;0.5;0.514;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:27:46.714
40;4.93;0.5;0.514;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:27:51.714
40;4.95;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:27:56.714
40;4.99;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:28:01.714
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:28:06.714
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:28:11.714
40;4.99;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:28:16.713
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:28:21.713
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:28:26.713
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:28:31.713
40;4.97;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:28:36.713
40;4.99;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:28:41.713
40;4.99;0.5;0.505;320.00W;2.52W;N/;N/;N/;On;CC;None;28/04/2024 06:28:46.713
40;4.98;0.5;0.51;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:28:51.713
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:28:56.713
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:01.713
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:29:06.713
40;5;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:29:11.713
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:16.713
40;5;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:29:21.713
40;5.05;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:29:26.713
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:29:31.713
40;4.96;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:29:36.712
40;4.96;0.5;0.514;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:41.712
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:46.712
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:51.712
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:29:56.712
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:30:01.712
40;4.97;0.5;0.516;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:30:06.712
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:30:11.712
40;5.06;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:30:16.712
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:30:21.712
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:30:26.712
40;5.07;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:30:31.711
40;5.02;0.5;0.506;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:30:36.712
40;5.12;0.5;0.515;320.00W;2.64W;N/;N/;N/;On;CC;None;28/04/2024 06:30:41.712
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:30:46.712
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:30:51.711
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:30:56.711
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:31:01.711
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:31:06.711
40;5.03;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:31:11.711
40;5.02;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:31:16.711
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:31:21.711
40;4.93;0.5;0.509;320.00W;2.51W;N/;N/;N/;On;CC;None;28/04/2024 06:31:26.711
40;4.98;0.5;0.51;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:31:31.711
40;4.95;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:31:36.711
40;5;0.5;0.508;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:31:41.711
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:31:46.711
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:31:51.711
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:31:56.710
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:32:01.710
40;4.97;0.5;0.515;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:32:06.711
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:32:11.710
40;5.02;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:32:16.710
40;4.97;0.5;0.514;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:32:21.710
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:32:26.710
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:32:31.710
40;5.01;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:32:36.710
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:32:41.710
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:32:46.710
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:32:51.710
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:32:56.710
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:33:01.710
40;5.06;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:33:06.710
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:33:11.710
40;5.01;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:33:16.710
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:33:21.710
40;5.01;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:33:26.709
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:33:31.709
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:33:36.709
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:33:41.709
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:33:46.709
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:33:51.709
40;5.02;0.5;0.516;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:33:56.709
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:34:01.709
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:34:06.709
40;5.06;0.5;0.517;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:34:11.709
40;4.96;0.5;0.512;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:34:16.709
40;4.97;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:34:21.709
40;5.01;0.5;0.515;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:34:26.709
40;4.97;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:34:31.709
40;4.98;0.5;0.514;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:34:36.709
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:34:41.709
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:34:46.709
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:34:51.708
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:34:56.708
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:35:01.708
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:35:06.708
40;5.03;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:35:11.708
40;5.02;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:35:16.708
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:35:21.708
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:35:26.708
40;5.06;0.5;0.514;320.00W;2.60W;N/;N/;N/;On;CC;None;28/04/2024 06:35:31.708
40;5.06;0.5;0.515;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:35:36.708
40;5.09;0.5;0.509;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:35:41.708
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:35:46.708
40;4.92;0.5;0.511;320.00W;2.51W;N/;N/;N/;On;CC;None;28/04/2024 06:35:51.707
40;5.01;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:35:56.708
40;4.93;0.5;0.509;320.00W;2.51W;N/;N/;N/;On;CC;None;28/04/2024 06:36:01.708
40;4.95;0.5;0.51;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:36:06.708
40;4.97;0.5;0.511;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:36:11.707
40;4.97;0.5;0.506;320.00W;2.51W;N/;N/;N/;On;CC;None;28/04/2024 06:36:16.707
40;5.01;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:36:21.707
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:36:26.707
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:36:31.707
40;4.97;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:36:36.707
40;5;0.5;0.505;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:36:41.707
40;5.08;0.5;0.511;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:36:46.707
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:36:51.707
40;5.05;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:36:56.707
40;5.03;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:37:01.707
40;5.01;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:37:06.707
40;4.97;0.5;0.506;320.00W;2.51W;N/;N/;N/;On;CC;None;28/04/2024 06:37:11.707
40;4.97;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:37:16.707
40;5.01;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:37:21.707
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:37:26.706
40;5.02;0.5;0.515;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:37:31.706
40;4.98;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:37:36.706
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:37:41.706
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:37:46.706
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:37:51.706
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:37:56.706
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:38:01.706
40;4.99;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:38:06.706
40;5.04;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:38:11.706
40;5;0.5;0.505;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:38:16.706
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:38:21.706
40;5.04;0.5;0.51;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:38:26.706
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:38:31.706
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:38:36.706
40;5.09;0.5;0.511;320.00W;2.60W;N/;N/;N/;On;CC;None;28/04/2024 06:38:41.706
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:38:46.705
40;4.95;0.5;0.504;320.00W;2.50W;N/;N/;N/;On;CC;None;28/04/2024 06:38:51.705
40;5.02;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:38:56.705
40;4.99;0.5;0.516;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:39:01.705
40;5.01;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:39:06.705
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:39:11.705
40;5.05;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:39:16.705
40;5;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:39:21.705
40;5.06;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:39:26.705
40;5.01;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:39:31.705
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:39:36.705
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:39:41.705
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:39:46.705
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:39:51.705
40;5.02;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:39:56.705
40;5.05;0.5;0.516;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:40:01.705
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:40:06.704
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:40:11.704
40;5.04;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:40:16.704
40;5.02;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:40:21.704
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:40:26.704
40;5.03;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:40:31.704
40;5.01;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:40:36.704
40;5.02;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:40:41.704
40;5.01;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:40:46.704
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:40:51.704
40;5;0.5;0.514;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:40:56.703
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:41:01.704
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:41:06.704
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:41:11.704
40;4.97;0.5;0.512;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:41:16.704
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:41:21.703
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:41:26.703
40;5.06;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:41:31.703
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:41:36.703
40;4.98;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:41:41.703
40;5.02;0.5;0.514;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:41:46.703
40;5.06;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:41:51.703
40;5.09;0.5;0.515;320.00W;2.62W;N/;N/;N/;On;CC;None;28/04/2024 06:41:56.703
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:01.703
40;5.05;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:42:06.703
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:11.702
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:16.703
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:42:21.703
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:26.703
40;4.97;0.5;0.514;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:42:31.703
40;4.99;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:42:36.703
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:41.702
40;4.99;0.5;0.513;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:46.702
40;5.05;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:42:51.702
40;5.02;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:42:56.702
40;5.05;0.5;0.509;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:43:01.702
40;5.02;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:43:06.702
40;5.01;0.5;0.51;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:43:11.702
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:43:16.702
40;4.99;0.5;0.506;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:43:21.702
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:43:26.702
40;4.96;0.5;0.511;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:43:31.702
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:43:36.702
40;5.05;0.5;0.516;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:43:41.702
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:43:46.702
40;5;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:43:51.702
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:43:56.701
40;5.06;0.5;0.513;320.00W;2.60W;N/;N/;N/;On;CC;None;28/04/2024 06:44:01.701
40;5.09;0.5;0.51;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:44:06.701
40;5.08;0.5;0.51;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:44:11.701
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:44:16.701
40;5.02;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:44:21.701
40;4.97;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:44:26.701
40;4.99;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:44:31.701
40;4.98;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:44:36.701
40;5.02;0.5;0.511;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:44:41.701
40;5;0.5;0.516;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:44:46.701
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:44:51.701
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:44:56.701
40;5;0.5;0.509;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:45:01.701
40;5.03;0.5;0.512;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:45:06.701
40;4.99;0.5;0.509;320.00W;2.54W;N/;N/;N/;On;CC;None;28/04/2024 06:45:11.701
40;5.04;0.5;0.512;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:45:16.700
40;4.97;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:45:21.700
40;4.96;0.5;0.509;320.00W;2.53W;N/;N/;N/;On;CC;None;28/04/2024 06:45:26.700
40;4.99;0.5;0.51;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:45:31.700
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:45:36.700
40;5.01;0.5;0.517;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:45:41.700
40;5.06;0.5;0.516;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:45:46.700
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:45:51.700
40;5.04;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:45:56.700
40;5.05;0.5;0.511;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:46:01.700
40;5.05;0.5;0.517;320.00W;2.61W;N/;N/;N/;On;CC;None;28/04/2024 06:46:06.700
40;5.04;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:46:11.700
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:46:16.700
40;5.04;0.5;0.514;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:46:21.700
40;5.03;0.5;0.511;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:46:26.700
40;5;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:46:31.700
40;5.02;0.5;0.512;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:46:36.699
40;4.99;0.5;0.515;320.00W;2.57W;N/;N/;N/;On;CC;None;28/04/2024 06:46:41.699
40;5.13;0.5;0.511;320.00W;2.62W;N/;N/;N/;On;CC;None;28/04/2024 06:46:46.699
40;5.06;0.5;0.509;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:46:51.699
40;5.06;0.5;0.51;320.00W;2.58W;N/;N/;N/;On;CC;None;28/04/2024 06:46:56.699
40;5.03;0.5;0.509;320.00W;2.56W;N/;N/;N/;On;CC;None;28/04/2024 06:47:01.699
40;4.99;0.5;0.511;320.00W;2.55W;N/;N/;N/;On;CC;None;28/04/2024 06:47:06.699
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:47:11.699
40;5.05;0.5;0.512;320.00W;2.59W;N/;N/;N/;On;CC;None;28/04/2024 06:47:16.699
