Time,Temperature (C),Pressure (kPa)
2024-06-11 13:52:53.665,21.4,101.8
2024-06-11 13:53:08.787,21.5,101.8
2024-06-11 13:53:23.899,21.5,101.8
2024-06-11 13:53:38.899,21.6,101.8
2024-06-11 13:53:54.056,21.6,101.8
2024-06-11 13:54:09.231,21.6,101.8
2024-06-11 13:54:24.535,21.6,101.8
2024-06-11 13:54:39.266,21.5,101.8
2024-06-11 13:54:53.812,21.5,101.8
2024-06-11 13:55:08.523,21.4,101.8
2024-06-11 13:55:23.024,21.5,101.8
2024-06-11 13:55:37.756,21.5,101.8
2024-06-11 13:55:52.470,21.4,101.8
2024-06-11 13:56:07.134,21.3,101.8
2024-06-11 13:56:21.709,21.4,101.8
2024-06-11 13:56:36.429,21.4,101.8
2024-06-11 13:56:50.925,21.3,101.8
2024-06-11 13:57:05.708,21.4,101.8
2024-06-11 13:57:19.944,21.3,101.8
2024-06-11 13:57:34.521,21.4,101.8
2024-06-11 13:57:48.693,21.4,101.8
2024-06-11 13:58:02.818,21.4,101.8
2024-06-11 13:58:17.651,21.4,101.8
2024-06-11 13:58:30.878,21.4,101.8
2024-06-11 13:58:45.117,21.4,101.8
2024-06-11 13:58:59.265,21.4,101.8
2024-06-11 13:59:13.428,21.4,101.8
2024-06-11 13:59:27.283,21.4,101.8
2024-06-11 13:59:41.045,21.4,101.8
2024-06-11 13:59:55.195,21.3,101.8
2024-06-11 14:00:09.243,21.3,101.8
2024-06-11 14:00:23.002,21.3,101.8
2024-06-11 14:00:37.062,21.2,101.8
2024-06-11 14:00:51.031,21.2,101.8
2024-06-11 14:01:05.340,21.2,101.8
2024-06-11 14:01:18.988,21.2,101.8
2024-06-11 14:01:32.657,21.2,101.8
2024-06-11 14:01:46.621,21.2,101.8
2024-06-11 14:02:00.016,21.3,101.8
2024-06-11 14:02:13.620,21.2,101.8
2024-06-11 14:02:27.403,21.4,101.8
2024-06-11 14:02:40.862,21.4,101.8
2024-06-11 14:02:54.479,21.4,101.8
2024-06-11 14:03:07.765,21.4,101.8
2024-06-11 14:03:21.236,21.4,101.8
2024-06-11 14:03:34.747,21.3,101.8
2024-06-11 14:03:47.856,21.3,101.8
2024-06-11 14:04:01.292,21.4,101.8
2024-06-11 14:04:14.847,21.3,101.8
2024-06-11 14:04:27.920,21.3,101.8
2024-06-11 14:04:41.454,21.3,101.8
2024-06-11 14:04:54.520,21.4,101.8
2024-06-11 14:05:07.595,21.3,101.8
2024-06-11 14:05:20.625,21.3,101.8
2024-06-11 14:05:34.081,21.2,101.8
2024-06-11 14:05:47.513,21.2,101.8
2024-06-11 14:06:00.948,21.2,101.8
2024-06-11 14:06:14.102,21.2,101.8
2024-06-11 14:06:26.968,21.3,101.8
2024-06-11 14:06:40.118,21.1,101.8
2024-06-11 14:06:53.069,21.2,101.8
2024-06-11 14:07:05.865,21.3,101.8
2024-06-11 14:07:19.157,21.4,101.8
2024-06-11 14:07:31.974,21.4,101.8
2024-06-11 14:07:45.171,21.4,101.8
2024-06-11 14:07:57.711,21.2,101.8
2024-06-11 14:08:10.256,21.3,101.8
2024-06-11 14:08:22.927,21.2,101.8
2024-06-11 14:08:35.669,21.2,101.8
2024-06-11 14:08:48.753,21.1,101.8
2024-06-11 14:09:01.428,21.2,101.8
2024-06-11 14:09:14.135,21.2,101.8
2024-06-11 14:09:26.994,21.2,101.8
2024-06-11 14:09:39.614,21.2,101.8
2024-06-11 14:09:52.279,21.3,101.8
2024-06-11 14:10:04.779,21.3,101.8
2024-06-11 14:10:17.089,21.4,101.8
2024-06-11 14:10:30.022,21.2,101.8
2024-06-11 14:10:42.891,21.2,101.8
2024-06-11 14:10:55.232,21.1,101.8
2024-06-11 14:11:07.869,21.2,101.8
2024-06-11 14:11:20.037,21.2,101.8
2024-06-11 14:11:32.538,21.2,101.8
2024-06-11 14:11:45.085,21.2,101.8
2024-06-11 14:11:57.542,21.3,101.8
2024-06-11 14:12:09.584,21.3,101.8
2024-06-11 14:12:22.015,21.4,101.8
2024-06-11 14:12:34.324,21.4,101.8
2024-06-11 14:12:46.674,21.4,101.8
2024-06-11 14:12:59.210,21.4,101.8
2024-06-11 14:13:11.703,21.2,101.8
2024-06-11 14:13:24.255,21.2,101.8
2024-06-11 14:13:36.731,21.3,101.8
2024-06-11 14:13:48.931,21.3,101.8
2024-06-11 14:14:01.013,21.3,101.8
2024-06-11 14:14:13.462,21.3,101.8
2024-06-11 14:14:25.683,21.2,101.8
2024-06-11 14:14:37.835,21.2,101.8
2024-06-11 14:14:50.288,21.2,101.8
2024-06-11 14:15:02.439,21.2,101.8
2024-06-11 14:15:14.448,21.3,101.8
2024-06-11 14:15:26.624,21.3,101.8
2024-06-11 14:15:38.933,21.2,101.8
2024-06-11 14:15:50.954,21.2,101.8
2024-06-11 14:16:02.824,21.2,101.8
2024-06-11 14:16:14.790,21.3,101.8
2024-06-11 14:16:26.699,21.3,101.8
2024-06-11 14:16:38.806,21.3,101.8
2024-06-11 14:16:51.005,21.2,101.8
2024-06-11 14:17:03.104,21.3,101.8
2024-06-11 14:17:15.230,21.2,101.8
2024-06-11 14:17:27.016,21.2,101.8
2024-06-11 14:17:38.877,21.2,101.8
2024-06-11 14:17:51.063,21.3,101.8
2024-06-11 14:18:03.172,21.2,101.8
2024-06-11 14:18:15.111,21.2,101.8
2024-06-11 14:18:27.463,21.2,101.8
2024-06-11 14:18:39.088,21.2,101.8
2024-06-11 14:18:51.227,21.2,101.8
2024-06-11 14:19:03.192,21.1,101.8
2024-06-11 14:19:15.236,21.0,101.8
2024-06-11 14:19:27.274,21.1,101.8
2024-06-11 14:19:39.125,21.1,101.8
2024-06-11 14:19:51.195,21.1,101.8
