U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
40.00V;2.44V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:27.462
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:32.476
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:37.461
40.00V;2.44V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:42.468
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:47.465
40.00V;2.45V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:52.474
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:57.471
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:02.463
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:07.481
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:12.488
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:17.491
40.00V;2.44V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:22.485
40.00V;2.44V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:27.489
40.00V;2.44V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:32.488
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:37.484
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:42.480
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:47.489
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:52.484
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:57.478
40.00V;2.43V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:02.479
40.00V;2.44V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:07.480
40.00V;2.44V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:12.486
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:17.490
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:22.479
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:27.480
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:32.488
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:37.481
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:42.492
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:47.482
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:52.487
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:57.488
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:02.489
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:07.481
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:12.493
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:17.479
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:22.487
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:27.491
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:32.487
40.00V;2.41V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:37.488
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:42.490
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:47.494
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:52.481
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:57.491
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:02.482
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:07.483
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:12.483
40.00V;2.43V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:17.488
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:22.483
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:27.487
40.00V;2.43V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:32.485
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:37.481
40.00V;2.43V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:42.487
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:47.490
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:52.489
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:57.491
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:02.481
40.00V;2.42V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:07.484
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:12.481
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:17.489
40.00V;2.44V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:22.484
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:27.492
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:32.482
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:37.487
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:42.487
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:47.484
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:52.484
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:57.487
40.00V;2.42V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:02.484
40.00V;2.42V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:07.495
40.00V;2.43V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:12.481
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:17.492
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:22.483
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:27.495
40.00V;2.42V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:32.482
40.00V;2.42V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:37.483
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:42.491
40.00V;2.42V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:47.492
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:52.490
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:57.485
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:02.482
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:07.485
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:12.492
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:17.485
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:22.484
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:27.494
40.00V;2.43V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:32.487
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:37.484
40.00V;2.45V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:42.488
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:47.483
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:52.501
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:57.499
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:02.501
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:07.500
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:12.507
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:17.501
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:22.508
40.00V;2.42V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:27.499
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:32.510
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:37.501
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:42.511
40.00V;2.44V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:47.503
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:52.501
40.00V;2.44V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:57.503
40.00V;2.43V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:02.508
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:07.500
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:12.508
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:17.508
40.00V;2.45V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:22.499
40.00V;2.45V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:27.504
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:32.514
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:37.504
