U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
0.00V;0.20V;0.000A;0.000A;320.00W;0.00W;N/A;N/A;N/A;On;CV;None;05.06.2024 17:42:00.396
40.00V;2.59V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:05.389
40.00V;2.82V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:10.393
40.00V;2.98V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:15.399
40.00V;2.98V;0.100A;0.106A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:20.389
40.00V;2.96V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:25.395
40.00V;2.98V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:30.395
40.00V;2.98V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:35.397
40.00V;3.02V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:40.400
40.00V;3.04V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:45.400
40.00V;3.01V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:50.394
40.00V;3.01V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:42:55.393
40.00V;3.01V;0.100A;0.106A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:43:00.389
40.00V;3.02V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:43:05.396
40.00V;2.98V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;05.06.2024 17:43:10.397
