Time,Temperature (C),Pressure (kPa)
2024-06-10 13:21:32.770,22.0,100.6
2024-06-10 13:21:44.288,21.9,100.5
2024-06-10 13:21:56.187,22.0,100.6
2024-06-10 13:22:07.992,21.9,100.6
2024-06-10 13:22:20.622,22.0,100.6
2024-06-10 13:22:32.943,21.8,100.6
2024-06-10 13:22:45.920,21.9,100.6
2024-06-10 13:22:57.154,21.9,100.6
2024-06-10 13:23:08.970,21.9,100.6
2024-06-10 13:23:21.523,21.9,100.6
2024-06-10 13:23:34.265,22.0,100.6
2024-06-10 13:23:46.500,22.0,100.6
2024-06-10 13:23:59.344,22.0,100.6
2024-06-10 13:24:12.226,21.9,100.6
2024-06-10 13:24:24.843,21.9,100.6
2024-06-10 13:24:37.366,22.0,100.6
2024-06-10 13:24:49.967,21.9,100.6
2024-06-10 13:25:02.836,22.0,100.6
2024-06-10 13:25:15.647,21.9,100.6
2024-06-10 13:25:27.986,21.9,100.6
2024-06-10 13:25:40.918,21.9,100.6
2024-06-10 13:25:53.626,21.9,100.6
2024-06-10 13:26:06.428,21.9,100.6
2024-06-10 13:26:19.860,21.9,100.6
2024-06-10 13:26:33.315,21.8,100.6
2024-06-10 13:26:45.956,22.0,100.6
2024-06-10 13:26:58.429,21.9,100.5
2024-06-10 13:27:11.747,21.9,100.5
2024-06-10 13:27:24.685,21.9,100.5
2024-06-10 13:27:38.067,22.0,100.5
2024-06-10 13:27:50.555,21.9,100.5
2024-06-10 13:28:04.442,21.9,100.5
2024-06-10 13:28:18.820,21.9,100.5
2024-06-10 13:28:31.409,21.9,100.6
2024-06-10 13:28:44.244,22.0,100.6
2024-06-10 13:28:58.075,22.0,100.6
2024-06-10 13:29:11.147,21.8,100.6
2024-06-10 13:29:24.077,21.9,100.6
2024-06-10 13:29:37.499,21.9,100.6
2024-06-10 13:29:50.443,21.9,100.6
2024-06-10 13:30:03.016,21.9,100.6
2024-06-10 13:30:16.458,21.9,100.6
2024-06-10 13:30:30.498,22.0,100.6
2024-06-10 13:30:44.071,21.9,100.6
2024-06-10 13:30:57.108,21.9,100.6
2024-06-10 13:31:12.371,21.7,100.6
2024-06-10 13:31:25.259,21.9,100.6
2024-06-10 13:31:39.162,21.9,100.6
2024-06-10 13:31:52.282,21.9,100.6
2024-06-10 13:32:05.881,21.9,100.6
2024-06-10 13:32:19.677,21.8,100.6
2024-06-10 13:32:33.586,21.8,100.6
2024-06-10 13:32:45.968,21.9,100.6
2024-06-10 13:32:59.308,22.0,100.6
2024-06-10 13:33:10.814,21.8,100.6
2024-06-10 13:33:23.903,21.8,100.6
2024-06-10 13:33:36.155,21.8,100.6
2024-06-10 13:33:49.396,21.7,100.6
2024-06-10 13:34:02.093,21.8,100.6
2024-06-10 13:34:15.167,21.8,100.6
2024-06-10 13:34:28.300,21.9,100.6
2024-06-10 13:34:40.717,22.0,100.6
2024-06-10 13:34:54.465,22.0,100.6
2024-06-10 13:35:07.289,21.9,100.6
2024-06-10 13:35:19.865,21.8,100.6
2024-06-10 13:35:32.540,21.8,100.6
2024-06-10 13:35:45.469,21.8,100.6
2024-06-10 13:35:58.137,21.8,100.6
2024-06-10 13:36:11.033,21.9,100.6
2024-06-10 13:36:24.211,22.0,100.6
2024-06-10 13:36:37.835,22.0,100.6
2024-06-10 13:36:50.043,21.9,100.6
2024-06-10 13:37:02.960,21.9,100.6
2024-06-10 13:37:15.534,21.9,100.6
2024-06-10 13:37:26.118,22.0,100.6
2024-06-10 13:37:39.403,22.1,100.6
2024-06-10 13:37:51.277,22.0,100.6
2024-06-10 13:38:03.799,21.9,100.6
2024-06-10 13:38:16.408,21.9,100.6
2024-06-10 13:38:30.129,21.9,100.6
2024-06-10 13:38:43.114,21.9,100.6
2024-06-10 13:38:55.833,22.0,100.6
2024-06-10 13:39:08.867,22.0,100.6
2024-06-10 13:39:21.657,21.9,100.6
2024-06-10 13:39:34.376,21.8,100.6
2024-06-10 13:39:47.120,21.8,100.6
2024-06-10 13:39:59.720,22.0,100.6
2024-06-10 13:40:12.460,22.0,100.6
2024-06-10 13:40:25.673,22.0,100.6
2024-06-10 13:40:38.351,22.0,100.6
2024-06-10 13:40:50.488,21.9,100.6
2024-06-10 13:41:03.420,22.0,100.6
2024-06-10 13:41:15.956,22.0,100.6
2024-06-10 13:41:27.733,22.0,100.6
2024-06-10 13:41:40.153,22.0,100.6
2024-06-10 13:41:52.555,21.8,100.6
2024-06-10 13:42:05.293,21.8,100.6
2024-06-10 13:42:17.340,21.9,100.6
2024-06-10 13:42:30.064,21.7,100.6
2024-06-10 13:42:42.635,21.8,100.6
2024-06-10 13:42:55.678,21.7,100.6
2024-06-10 13:43:07.292,21.8,100.6
2024-06-10 13:43:19.832,21.8,100.6
2024-06-10 13:43:32.807,21.8,100.6
2024-06-10 13:43:44.435,22.0,100.6
2024-06-10 13:43:57.040,22.0,100.6
2024-06-10 13:44:09.984,21.8,100.6
2024-06-10 13:44:22.291,21.8,100.6
2024-06-10 13:44:34.329,21.8,100.6
2024-06-10 13:44:46.675,21.8,100.6
2024-06-10 13:44:58.233,21.8,100.6
2024-06-10 13:45:10.515,21.8,100.6
