I actual,Voltage,Current Density [mA cm-2],Current Density [A m-2],Energy Consumption [J],Energy Consumption [kWh]
0.101,2.95,1.01,101.0,2145.2400000000002,0.0005959000000000001
0.255,3.62,2.55,254.99999999999997,6646.320000000001,0.0018462
0.502,4.46,5.02,501.99999999999994,16120.224,0.00447784
0.745,5.13,7.45,745.0,27517.32,0.0076437
0.998,5.68,9.98,998.0,40814.208,0.01133728
1.495,6.48,14.950000000000001,1495.0,69750.72,0.0193752
1.986,7.15,19.86,1986.0,102239.28000000001,0.028399800000000003
2.987,8.33,29.87,2987.0,179148.312,0.04976342
