U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
40.00V;3.43V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:26:52.097
40.00V;3.49V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:26:57.111
40.00V;3.44V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:02.120
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:07.115
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:12.114
40.00V;3.48V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:17.114
40.00V;3.48V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:22.122
40.00V;3.46V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:27.120
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:32.114
40.00V;3.47V;0.100A;0.121A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:37.117
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:42.116
40.00V;3.47V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:47.115
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:52.115
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:27:57.127
40.00V;3.54V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:02.130
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:07.141
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:12.149
40.00V;3.51V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:17.156
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:22.157
40.00V;3.49V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:27.160
40.00V;3.48V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:32.166
40.00V;3.51V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:37.165
40.00V;3.47V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:42.172
40.00V;3.49V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:47.166
40.00V;3.52V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:52.169
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:28:57.170
40.00V;3.41V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:02.168
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:07.168
40.00V;3.50V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:12.170
40.00V;3.46V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:17.158
40.00V;3.46V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:22.163
40.00V;3.51V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:27.168
40.00V;3.45V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:32.168
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:37.168
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:42.167
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:47.159
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:52.167
40.00V;3.49V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:29:57.159
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:02.165
40.00V;3.54V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:07.162
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:12.170
40.00V;3.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:17.164
40.00V;3.43V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:22.157
40.00V;3.45V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:27.166
40.00V;3.49V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:32.165
40.00V;3.43V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:37.158
40.00V;3.44V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:42.171
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:47.164
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:52.165
40.00V;3.48V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:30:57.165
40.00V;3.54V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:02.158
40.00V;3.51V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:07.159
40.00V;3.47V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:12.161
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:17.164
40.00V;3.47V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:22.166
40.00V;3.45V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:27.167
40.00V;3.54V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:32.160
40.00V;3.52V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:37.163
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:42.166
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:47.169
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:52.166
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:31:57.159
40.00V;3.42V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:02.162
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:07.164
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:12.164
40.00V;3.44V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:17.160
40.00V;3.51V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:22.159
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:27.165
40.00V;3.49V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:32.168
40.00V;3.42V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:37.171
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:42.161
40.00V;3.45V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:47.165
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:52.167
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:32:57.170
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:02.162
40.00V;3.47V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:07.165
40.00V;3.45V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:12.168
40.00V;3.42V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:17.166
40.00V;3.50V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:22.170
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:27.162
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:32.165
40.00V;3.47V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:37.169
40.00V;3.47V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:42.167
40.00V;3.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:47.157
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:52.166
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:33:57.160
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:02.165
40.00V;3.44V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:07.166
40.00V;3.47V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:12.158
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:17.165
40.00V;3.44V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:22.165
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:27.169
40.00V;3.44V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:32.169
40.00V;3.53V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:37.161
40.00V;3.53V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:42.163
40.00V;3.52V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:47.163
40.00V;3.48V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:52.164
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:34:57.157
40.00V;3.40V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:02.165
40.00V;3.42V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:07.165
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:12.170
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:17.170
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:22.163
40.00V;3.49V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:27.162
40.00V;3.51V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:32.163
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:37.166
40.00V;3.42V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:42.168
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:47.159
40.00V;3.45V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:52.161
40.00V;3.45V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:35:57.163
40.00V;3.48V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:02.165
40.00V;3.50V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:07.157
40.00V;3.41V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:12.159
40.00V;3.51V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:17.162
40.00V;3.42V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:22.164
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:27.165
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:32.160
40.00V;3.44V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:37.164
40.00V;3.47V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:42.165
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:47.167
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:52.170
40.00V;3.42V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:36:57.162
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:02.166
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:07.166
40.00V;3.44V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:12.169
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:17.162
40.00V;3.42V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:22.158
40.00V;3.43V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:27.160
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:32.162
40.00V;3.45V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:37.161
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:42.158
40.00V;3.50V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:47.161
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:52.161
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:37:57.163
40.00V;3.45V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:02.156
40.00V;3.45V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:07.158
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:12.166
40.00V;3.41V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:17.166
40.00V;3.50V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:22.166
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:27.161
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:32.161
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:37.164
40.00V;3.41V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:42.167
40.00V;3.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:47.167
40.00V;3.43V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:52.163
40.00V;3.45V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:38:57.159
40.00V;3.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:02.163
40.00V;3.46V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:07.161
40.00V;3.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:12.160
40.00V;3.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:17.160
40.00V;3.41V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:22.161
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:27.164
40.00V;3.42V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:32.166
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:37.159
40.00V;3.50V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:42.162
40.00V;3.42V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:47.163
40.00V;3.39V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:52.163
40.00V;3.48V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:39:57.163
40.00V;3.47V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:02.163
40.00V;3.42V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:07.164
40.00V;3.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:12.164
40.00V;3.45V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:17.166
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:22.156
40.00V;3.46V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:27.157
40.00V;3.46V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:32.162
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:37.162
40.00V;3.42V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:42.166
40.00V;3.42V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:47.158
40.00V;3.50V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:52.164
40.00V;3.45V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:40:57.167
40.00V;3.45V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:02.169
40.00V;3.45V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:07.158
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:12.159
40.00V;3.49V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:17.166
40.00V;3.47V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:22.170
40.00V;3.45V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:27.185
40.00V;3.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:32.177
40.00V;3.44V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:37.179
40.00V;3.51V;0.100A;0.124A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:42.179
40.00V;3.43V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:47.182
40.00V;3.44V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:52.172
40.00V;3.44V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:41:57.174
40.00V;3.48V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:02.176
40.00V;3.45V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:07.178
40.00V;3.42V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:12.180
40.00V;3.44V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:17.172
40.00V;3.46V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:22.176
40.00V;3.45V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:27.182
40.00V;3.45V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;13.05.2024 16:42:32.172
