U set;U ctul;I set;I ctul;P set;P ctul;R set;R ctul;R mode;Output/Input;Deice mode;Error;Time
40;4.24;0.25;0.258;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:32
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:32
40;4.39;0.25;0.254;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:32
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.36;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.27;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:33
40;4.25;0.25;0.257;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.32;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.21;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.21;0.25;0.256;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.26;0.25;0.258;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.26;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.18;0.25;0.256;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:34
40;4.17;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.35;0.25;0.255;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.4;0.25;0.254;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.33;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:35
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.36;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.3;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.32;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.3;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.24;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.33;0.25;0.259;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:36
40;4.27;0.25;0.251;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.33;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.32;0.25;0.258;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.39;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:37
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.32;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.33;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.37;0.25;0.254;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.31;0.25;0.258;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:38
40;4.26;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.24;0.25;0.255;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.16;0.25;0.256;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.25;0.25;0.255;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.35;0.25;0.255;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.35;0.25;0.255;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.31;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.32;0.25;0.257;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.19;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:39
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.37;0.25;0.254;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.18;0.25;0.256;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.21;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:40
40;4.28;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.3;0.25;0.258;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.22;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.17;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.3;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.33;0.25;0.259;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.33;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:41
40;4.33;0.25;0.259;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.21;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.31;0.25;0.255;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.4;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.24;0.25;0.258;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.31;0.25;0.255;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:42
40;4.17;0.25;0.255;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.25;0.25;0.259;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.18;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.21;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.32;0.25;0.258;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.32;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.19;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:43
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.36;0.25;0.251;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.23;0.25;0.257;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.24;0.25;0.255;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.25;0.25;0.257;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.22;0.25;0.256;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:44
40;4.3;0.25;0.257;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.26;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.25;0.25;0.255;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.26;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.32;0.25;0.254;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.29;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.32;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:45
40;4.22;0.25;0.256;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.37;0.25;0.257;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.26;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.4;0.25;0.254;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.26;0.25;0.252;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.38;0.25;0.254;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.39;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:46
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.36;0.25;0.256;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.31;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.25;0.25;0.258;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.37;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.38;0.25;0.258;320.00W;1.13W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.15;0.25;0.256;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.38;0.25;0.255;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.21;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:47
40;4.32;0.25;0.257;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.33;0.25;0.256;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.24;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.25;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.22;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.36;0.25;0.257;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.33;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.27;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.28;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:48
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.19;0.25;0.256;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.25;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.21;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.28;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.23;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.23;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.27;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:49
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.18;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.28;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.18;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.19;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.2;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.17;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.24;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:50
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.25;0.25;0.255;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.29;0.25;0.259;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.21;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.16;0.25;0.254;320.00W;1.06W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.25;0.25;0.257;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.31;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:51
40;4.4;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.32;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.37;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.3;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.39;0.25;0.259;320.00W;1.14W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.32;0.25;0.259;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.27;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.22;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.2;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:52
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.23;0.25;0.255;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.41;0.25;0.254;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.3;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.23;0.25;0.256;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.28;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.24;0.25;0.254;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:53
40;4.32;0.25;0.26;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.27;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.27;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.35;0.25;0.257;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.28;0.25;0.251;320.00W;1.07W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.26;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.34;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.33;0.25;0.256;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.41;0.25;0.254;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.3;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:54
40;4.39;0.25;0.256;320.00W;1.12W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.3;0.25;0.256;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.26;0.25;0.254;320.00W;1.08W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.35;0.25;0.255;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.29;0.25;0.254;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.39;0.25;0.26;320.00W;1.14W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.27;0.25;0.255;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.26;0.25;0.256;320.00W;1.09W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.37;0.25;0.259;320.00W;1.13W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.35;0.25;0.254;320.00W;1.10W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.32;0.25;0.257;320.00W;1.11W;N/;N/;N/;On;CC;None;25-04-24 16:55
40;4.39;0.25;0.259;320.00W;1.14W;N/;N/;N/;On;CC;None;25-04-24 16:55
