,J (A m-2),FE(H2)_mean,FE(CO)_mean,FE(H2)_median,FE(CO)_median,FE(H2)_sem,FE(CO)_sem,FE(H2)_std,FE(CO)_std,FE(H2)_q25,FE(H2)_q75,FE(CO)_q25,FE(CO)_q75,FE(total)_mean,FE(total)_median,FE(total)_sem,FE(total)_std,FE(total)_q25,FE(total)_q75,Flow_rate_min,Flow_rate_max,Flow_rate_mean,Flow_rate_median,c_CO_min,c_CO_max,c_CO_mean,c_CO_median,c_H2_min,c_H2_max,c_H2_mean,c_H2_median,n,FE(H2)_err_low,FE(H2)_err_high,FE(CO)_err_low,FE(CO)_err_high,FE(total)_err_low,FE(total)_err_high,Time Interval (h),J (A m-2)_ps
0,100,92.81391924586262,1.030355884902537,93.46518773366134,0.8131530907762937,0.9131713061264798,0.5159748268683825,1.5816590982250958,0.8936946155625936,92.23789732569986,93.71557540992474,0.5392178952792624,1.4128924774626899,93.84427513076515,94.23124578597037,0.4107432289139057,0.7114281413437785,93.62724228392892,94.254793305204,61.94,62.62,62.25,62.19,3.8988044647593145e-05,0.00029579230399504964,0.00015142925368471835,0.00011950741241151231,0.013375638927175165,0.01380998145437217,0.013640667975885005,0.01373638354610768,3,1.2272904079614761,0.25038767626340075,0.27393519549703127,0.5997393866863961,0.6040035020414507,0.023547519233630965,0–2,116
1,250,55.3881982782588,39.02531318013604,55.58841915676849,39.07763290176254,1.8350828062756648,1.7027735624938278,3.6701656125513296,3.4055471249876557,53.505125184652655,57.47149225037464,37.18325520311477,40.91969087878381,94.41351145839484,94.54655068957052,0.195288768850765,0.39057753770153,94.31823312915365,94.64182901881172,61.96,62.6,62.1975,62.114999999999995,0.011710463355781894,0.01439447462290496,0.013069991419197013,0.0130875138490506,0.017035695902996313,0.019930382382043865,0.018550095238956434,0.01861715133539278,4,2.0832939721158326,1.88307309360615,1.894377698647773,1.8420579770212697,0.22831756041686901,0.0952783292411965,2–4,266
2,500,22.024878034771092,70.95768728693525,22.003201466582524,71.16805463688817,0.6989038285918976,0.6876150732474876,1.3978076571837952,1.3752301464949752,21.22448139597569,22.803598105377926,70.46333369015105,71.66240823367238,92.98256532170635,92.85713897183255,0.1505831979619159,0.3011663959238318,92.79575609807176,93.04394819546715,61.01,61.99,61.4875,61.475,0.0444465479945886,0.0465539340279113,0.04563553610274291,0.04577083119423586,0.013127688998838106,0.015230234631226514,0.014165020805284445,0.014151079795536581,4,0.778720070606834,0.8003966387954016,0.704720946737126,0.4943535967842081,0.06138287376079177,0.1868092236345973,4–6,512
3,750,22.05658978916179,67.33104793728498,22.21580375723796,67.36044578274732,0.7643521413395814,0.40358056291619143,1.7091433467828312,0.9024335730782348,21.2210877784932,22.911277017837143,66.8180994606773,67.92655055743481,89.38763772644678,90.14235431467277,0.7260970012839643,1.6236022531296963,89.64347725530408,90.27172280058446,62.38,62.92,62.67,62.71,0.06335255707390716,0.0655508927109264,0.06450535173062077,0.06453351583053848,0.01888036122241547,0.023210599028920562,0.021130936260685067,0.021283468462779218,5,0.994715978744761,0.6954732605991829,0.5423463220700171,0.5661047746874885,0.4988770593686951,0.1293684859116837,6–8,759
4,1000,26.176392118194673,61.97105007196718,26.428993594211665,62.079188268025746,0.5714740848689421,0.340310728064666,1.3998199091528771,0.8335876377534748,25.641712135487108,27.085529701904786,61.670553172224565,62.568823022296705,88.14744219016184,88.91713813903255,0.7679077512745243,1.8809821601506431,88.43422508516677,89.04091830900879,63.05,63.88,63.281666666666666,63.11,0.076585453941213,0.07946723167596186,0.0783681320491962,0.07850488281295505,0.03010913948756188,0.03503850561593821,0.03310247206894069,0.033421910029171026,6,0.7872814587245571,0.6565361076931211,0.4086350958011806,0.48963475427095915,0.4829130538657722,0.12378016997624286,8–10,1012
5,1500,33.967419376699404,54.83674656076678,33.99162797476782,54.81462738361836,0.36426829590163734,0.06972912563250405,0.8922714544321683,0.17080077801005825,33.434161360728396,34.57476227251553,54.71560006360698,54.96493196745325,88.80416593746618,88.84044020093519,0.33269169636791784,0.8149248977623502,88.4828947283673,89.37617714557578,64.89,66.23,65.58833333333332,65.515,0.10163976066469488,0.10244276577319895,0.10202255888182643,0.10198140664004378,0.06082471988442859,0.06532272049413092,0.06319563542273268,0.06324067498610547,6,0.5574666140394271,0.583134297747705,0.09902732001138048,0.1503045838348953,0.3575454725678924,0.5357369446405897,10–12,1509
6,2000,43.43501741398069,45.231113859639464,43.6978414244713,45.28755156699438,0.5854511383780583,0.11292850130602919,1.4340565583577887,0.2766172056169952,42.944110703686626,44.40993595190015,45.170352960344424,45.39476450941112,88.66613127362014,89.09485234795798,0.5379283439982805,1.317649960976129,88.33421596474064,89.59989025547637,68.7,69.38,69.045,68.965,0.10672644834919146,0.10859163559478598,0.10791245776031322,0.10804710692526469,0.09772377518651372,0.10715514521740976,0.10362732822697772,0.10425437413653627,6,0.7537307207846737,0.712094527428853,0.11719860664995707,0.10721294241673718,0.7606363832173457,0.5050379075183855,12–14,2009
7,3000,53.8260800571779,32.178767297939594,54.227524420027265,32.22410819825531,0.6583747155837607,0.19876063647456388,1.741895766927512,0.5258712145406099,53.42604937777727,54.93148572903792,32.08598456751669,32.51037792234168,86.00484735511749,86.9266534027945,0.8048914427544891,2.1295425899323592,85.84673575048924,87.2311718479952,76.77,78.19,77.53999999999999,77.57,0.10586106791243137,0.11117775013902764,0.1094085090865158,0.10956266913429677,0.17112617491975465,0.18873201197330505,0.1830098435561995,0.18437476312610945,7,0.8014750422499972,0.7039613090106513,0.13812363073861889,0.28626972408637386,1.0799176523052552,0.30451844520069926,14–16,3006
