,Time (UTC),Flow_rate_min,Flow_rate_max,Flow_rate_mean,Flow_rate_median,Flow_rate_min_dry,Flow_rate_max_dry,Flow_rate_mean_dry,Flow_rate_median_dry,Current [A],Voltage
0,2024-06-05 14:00:00,59.844017,61.383685,60.93356450000002,61.020675,58.04931998521183,59.54281398650842,59.10619241185038,59.19069050442613,0.107,3.04
1,2024-06-05 16:00:00,60.16995,61.894,60.912262924999986,60.884544500000004,58.365478391001005,60.03782485331325,59.085529662166216,59.058642501127046,0.259,3.66
2,2024-06-05 18:00:00,59.845363,61.682693,61.04737174380166,61.176854,58.05062561923536,59.832854861774834,59.21658662405837,59.34218576160398,0.507,4.6
3,2024-06-05 20:00:00,59.931002,61.082662,60.33659502521009,60.322669,58.133696341480054,59.25081854024838,58.52712580167472,58.51361741213024,0.755,5.36
4,2024-06-05 22:00:00,59.914656,61.242142,60.47737158333333,60.465461,58.117840551176435,59.40551580181827,58.66368052975912,58.65212713983332,1.001,6.04
5,2024-06-06 00:00:00,60.118516,62.475585,60.795057884297535,60.553842,58.315586875127,60.60196836265688,58.97183955156391,58.73785763064601,1.5,6.98
6,2024-06-06 02:00:00,60.771814,65.24761,62.030107907563035,61.634381,58.94929274162488,63.2908614934774,60.16985094171311,59.78599171842793,1.997,7.89
7,2024-06-06 04:00:00,63.061768,73.85198,65.18944115000001,63.767758,61.17057197990556,71.63719003959017,63.23443710293522,61.85538963538413,2.997,9.39
