I actual,Voltage,Current Density [mA cm-2],Current Density [A m-2],Energy Consumption [J],Energy Consumption [kWh]
0.116,3.02,1.1600000000000001,116.00000000000001,2522.304,0.00070064
0.262,3.48,2.62,262.0,6564.6720000000005,0.0018235200000000001
0.509,4.015,5.09,509.0,14714.171999999999,0.00408727
0.754,4.5,7.54,754.0,24429.600000000002,0.006786
1.009,4.98,10.09,1009.0,36178.704,0.010049639999999999
1.507,5.83,15.069999999999999,1506.9999999999998,63257.832,0.01757162
2.008,6.68,20.08,2007.9999999999998,96576.768,0.026826879999999997
3.001,8.19,30.009999999999998,3001.0,176962.968,0.04915638
