,J (A m-2),FE(H2)_mean,FE(CO)_mean,FE(H2)_median,FE(CO)_median,area_CO2_median,FE(H2)_sem,FE(CO)_sem,FE(H2)_std,FE(CO)_std,FE(H2)_q25,FE(H2)_q75,FE(CO)_q25,FE(CO)_q75,FE(total)_mean,FE(total)_median,FE(total)_sem,FE(total)_std,FE(total)_q25,FE(total)_q75,Flow_rate_min,Flow_rate_max,Flow_rate_mean,Flow_rate_median,c_CO_min,c_CO_max,c_CO_mean,c_CO_median,c_H2_min,c_H2_max,c_H2_mean,c_H2_median,n,FE(H2)_err_low,FE(H2)_err_high,FE(CO)_err_low,FE(CO)_err_high,FE(total)_err_low,FE(total)_err_high,Time Interval (h),J (A m-2)_ps
0,100,75.60191571943437,0.0,99.64542923340332,0.0,105.36055708773543,16.62262666378463,0.0,43.979336289045406,0.0,61.791981816135326,101.23996364481579,0.0,0.0,75.60191571943437,99.64542923340332,16.62262666378463,43.979336289045406,61.791981816135326,101.23996364481579,58.82,61.78,60.91285714285714,61.25,0.0,0.0,0.0,0.0,0.0,0.01530897835812508,0.011182051771241533,0.014738255477421342,7,37.853447417267994,1.594534411412468,0.0,0.0,37.853447417267994,1.594534411412468,0–2,116
1,250,96.16057041796712,0.0,96.87176160563706,0.0,103.46633278550549,0.856396777125946,0.0,1.712793554251892,0.0,95.9410995597738,97.09123246383037,0.0,0.0,96.16057041796712,96.87176160563706,0.856396777125946,1.712793554251892,95.9410995597738,97.09123246383037,63.35,63.66,63.5,63.495000000000005,0.0,0.0,0.0,0.0,0.03023339034578536,0.03141820358197853,0.031055479286914343,0.031285161609946745,4,0.930662045863258,0.21947085819330425,0.0,0.0,0.930662045863258,0.21947085819330425,2–4,261
2,500,86.0297664798237,0.0,93.06413445760663,0.0,100.18032252724996,6.88541416089041,0.0,16.865751361915102,0.0,91.53160627621057,93.50103870408722,0.0,0.0,86.0297664798237,93.06413445760663,6.88541416089041,16.865751361915102,91.53160627621057,93.50103870408722,64.65,65.96,65.45,65.495,0.0,0.0,0.0,0.0,0.03142475328340362,0.057016403014343436,0.05233471331116851,0.056613948818902596,6,1.53252818139606,0.43690424648059434,0.0,0.0,1.53252818139606,0.43690424648059434,4–6,509
3,750,92.71398483160439,0.0,92.92710883989358,0.0,96.74152509903186,0.26498736354709784,0.0,0.5925297580697606,0.0,92.78118767286482,93.08410248741129,0.0,0.0,92.71398483160439,92.92710883989358,0.26498736354709784,0.5925297580697606,92.78118767286482,93.08410248741129,67.29,67.93,67.512,67.37,0.0,0.0,0.0,0.0,0.08093963206431527,0.08219185443047983,0.08185286685442317,0.08204102413302208,5,0.14592116702876012,0.15699364751770872,0.0,0.0,0.14592116702876012,0.15699364751770872,6–8,760
4,1000,93.20813998313045,0.0,93.43996784629745,0.0,93.67685094223566,0.368526517704857,0.0,0.82405034509934,0.0,93.15811162908624,93.67770622343976,0.0,0.0,93.20813998313045,93.43996784629745,0.368526517704857,0.82405034509934,93.15811162908624,93.67770622343976,69.18,69.79,69.502,69.5,0.0,0.0,0.0,0.0,0.10429522719584458,0.10669242201350776,0.10586372795490664,0.10612703287487521,5,0.2818562172112138,0.23773837714230694,0.0,0.0,0.2818562172112138,0.23773837714230694,8–10,1009
5,1500,92.77584591607281,0.0,94.79826630461208,0.0,88.09864480460061,1.930182893319497,0.0,5.106783920594505,0.0,93.9478404005628,95.12036249382062,0.0,0.0,92.77584591607281,94.79826630461208,1.930182893319497,5.106783920594505,93.9478404005628,95.12036249382062,73.29,75.03,73.92142857142858,73.81,0.0,0.0,0.0,0.0,0.12965895056891147,0.15188850729839645,0.1479963663246417,0.15122253867294283,7,0.8504259040492883,0.322096189208537,0.0,0.0,0.8504259040492883,0.322096189208537,10–12,1503
6,2000,93.77272206945376,0.212906182677764,96.22642196332606,0.23760335524600806,82.86474897433371,2.2874843618952054,0.027796531375560814,6.469982816617129,0.07862046331649473,95.44280339776479,96.49880025651464,0.21867221175251678,0.25796465431620824,93.98562825213153,96.45331491236273,2.313749088647571,6.544270682187568,95.69313230722892,96.74208427356908,77.52,78.91,78.1175,78.005,5.2607360827338155e-05,0.0005273313942061938,0.0004286060511716948,0.00047832446458950545,0.15670700975384144,0.1943579196581614,0.1887758993576988,0.1937154957989385,8,0.7836185655612695,0.27237829318858076,0.018931143493491287,0.02036129907020018,0.7601826051338065,0.28876936120634866,12–14,2005
7,3000,92.09212635649953,6.01208146929205,92.71867465131504,5.910521644295591,73.95071422603395,0.8599882751184458,0.3406183930153299,2.2753151063948036,0.9011915598930231,91.30246178964799,93.66892621844582,5.321956638493962,6.719153847137282,98.10420782579159,98.62919629561063,0.5603278551242783,1.4824881573210693,98.02161563678527,98.99088285693979,84.52,86.48,85.5257142857143,85.46,0.013479359124080697,0.01975450106615355,0.01652394331643985,0.016244810573472105,0.24116053619479866,0.2590129828208965,0.25311118679574457,0.25483322741702086,7,1.4162128616670486,0.9502515671307776,0.5885650058016294,0.8086322028416904,0.6075806588253556,0.3616865613291651,14–16,3001
