I actual,Voltage,Current Density [mA cm-2],Current Density [A m-2],Energy Consumption [J],Energy Consumption [kWh]
0.1,3.05,1.0,100.0,2196.0,0.00061
0.255,3.64,2.55,254.99999999999997,6683.04,0.0018564
0.502,4.46,5.02,501.99999999999994,16120.224,0.00447784
0.747,5.26,7.47,747.0,28290.384,0.00785844
0.998,6.0,9.98,998.0,43113.600000000006,0.011976000000000002
1.495,7.53,14.950000000000001,1495.0,81052.92,0.0225147
1.991,8.97,19.91,1991.0,128586.74400000002,0.03571854000000001
2.989,11.15,29.89,2989.0,239956.92,0.0666547
