Time (UTC),Flow_rate_min,Flow_rate_max,Flow_rate_mean,Flow_rate_median,Flow_rate_min_dry,Flow_rate_max_dry,Flow_rate_mean_dry,Flow_rate_median_dry,Current [A],Voltage
2026-04-02 14:20:00,48.243689,50.914146,49.4970014,49.726205,47.03005237260982,49.63333033853822,48.251835968205945,48.47527363508898,0.102,2.19
2026-04-02 14:40:00,47.922088,51.425497,49.26551568421052,49.20723,46.7165416899362,50.13181759789325,48.026173595308,47.96935416798365,0.255,2.55
2026-04-02 15:00:00,48.794644,54.490949,51.0943023,51.031034000000005,47.56714733864675,53.120153919058936,49.80895455799324,49.747277859461214,0.501,3.03
2026-04-02 15:20:00,49.379256,55.029891,51.88654284999999,51.906005,48.13705261636413,53.64553808870233,50.581265202774254,50.60023775551134,1.001,3.59
2026-04-02 15:40:00,49.711334,56.374585,52.101799400000004,51.9868005,48.4607767356327,54.95640445394099,50.79110667696268,50.679000733120105,1.505,3.95
2026-04-02 16:00:00,52.067205,58.061714,54.6212673,54.32,50.75738254687389,56.60109139380889,53.247193882236495,52.953505377255986,2.007,4.24
2026-04-02 16:20:00,55.262782,60.235318,57.55061371428571,57.287823,53.8725703939456,58.72001538316871,56.10284854167545,55.84666869075458,2.505,4.46
2026-04-02 16:40:00,56.455112,64.775951,59.960925700000004,59.5217745,55.03490568603809,63.14642248886911,58.45252580044545,58.024422055404415,3.004,4.72
