I actual,Voltage,Current Density [mA cm-2],Current Density [A m-2],Energy Consumption [J],Energy Consumption [kWh]
0.116,2.7,1.1600000000000001,116.00000000000001,2255.0400000000004,0.0006264000000000002
0.266,3.45,2.66,266.0,6607.4400000000005,0.0018354
0.512,4.1,5.12,512.0,15114.24,0.0041984
0.759,4.59,7.59,759.0,25083.432,0.00696762
1.0125,5.07,10.125,1012.5,36960.3,0.010266750000000002
1.509,5.97,15.09,1509.0,64862.85599999999,0.01801746
2.009,6.81,20.09,2009.0,98505.28799999999,0.027362579999999997
3.006,8.22,30.06,3006.0,177907.104,0.04941864
