U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:58:48.858
40.00V;2.35V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:58:53.885
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:58:58.855
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:03.851
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:08.872
40.00V;2.35V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:13.855
40.00V;2.40V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:18.850
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:23.870
40.00V;2.34V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:28.879
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:33.869
40.00V;2.38V;0.100A;0.109A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:38.872
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:43.873
40.00V;2.38V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:48.867
40.00V;2.38V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:53.871
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 18:59:58.868
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:03.866
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:08.878
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:13.873
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:18.866
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:23.879
40.00V;2.36V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:28.872
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:33.875
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:38.874
40.00V;2.38V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:43.873
40.00V;2.38V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:48.868
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:53.868
40.00V;2.36V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:00:58.867
40.00V;2.37V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:03.873
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:08.885
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:13.871
40.00V;2.35V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:18.868
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:23.881
40.00V;2.36V;0.100A;0.121A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:28.864
40.00V;2.37V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:33.866
40.00V;2.37V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:38.893
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:43.868
40.00V;2.39V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:48.866
40.00V;2.36V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:53.891
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:01:58.870
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:03.871
40.00V;2.37V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:08.888
40.00V;2.40V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:13.865
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:18.869
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:23.887
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:28.865
40.00V;2.39V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:33.865
40.00V;2.35V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:38.887
40.00V;2.38V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:43.880
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:48.872
40.00V;2.38V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:53.883
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:02:58.875
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:03.873
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:08.896
40.00V;2.36V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:13.866
40.00V;2.38V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:18.868
40.00V;2.37V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:23.895
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:28.877
40.00V;2.41V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:33.865
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:38.918
40.00V;2.40V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:43.868
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:48.867
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:53.913
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:03:58.875
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:03.874
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:08.939
40.00V;2.38V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:13.870
40.00V;2.35V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:18.867
40.00V;2.40V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:23.935
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:28.877
40.00V;2.37V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:33.878
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:38.878
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:43.868
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:48.868
40.00V;2.40V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:53.876
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:04:58.881
40.00V;2.39V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:03.881
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:08.867
40.00V;2.37V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:13.868
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:18.871
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:23.868
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:28.875
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:33.875
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:38.877
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:43.878
40.00V;2.40V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:48.869
40.00V;2.39V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:53.879
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:05:58.868
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:03.877
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:08.887
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:13.893
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:18.893
40.00V;2.39V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:23.893
40.00V;2.39V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:28.888
40.00V;2.39V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:33.889
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:38.887
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:43.884
40.00V;2.39V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:48.888
40.00V;2.38V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:53.891
40.00V;2.36V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:06:58.896
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:03.899
40.00V;2.38V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:08.890
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:13.886
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:18.889
40.00V;2.40V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:23.888
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:28.887
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:33.894
40.00V;2.39V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:38.898
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:43.894
40.00V;2.37V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:48.898
40.00V;2.38V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:53.887
40.00V;2.39V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:07:58.887
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:03.898
40.00V;2.38V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:08.906
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:13.904
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:18.906
40.00V;2.36V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:23.916
40.00V;2.40V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:28.906
40.00V;2.39V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:33.902
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:38.904
40.00V;2.39V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:43.905
40.00V;2.39V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:48.901
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:53.915
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:08:58.907
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:03.904
40.00V;2.38V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:08.902
40.00V;2.41V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:13.917
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:18.908
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:23.909
40.00V;2.38V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:28.903
40.00V;2.35V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:33.912
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:38.906
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:43.907
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:48.908
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:53.910
40.00V;2.39V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:09:58.906
40.00V;2.42V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:03.910
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:08.910
40.00V;2.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:13.903
40.00V;2.38V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:18.905
40.00V;2.40V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:23.918
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:28.911
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:33.914
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:38.909
40.00V;2.39V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:43.913
40.00V;2.38V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:48.905
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:53.906
40.00V;2.38V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:10:58.905
40.00V;2.40V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:03.903
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:08.913
40.00V;2.39V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:13.910
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:18.904
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:23.912
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:28.910
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:33.915
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:38.909
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:43.909
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:48.908
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:53.910
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:11:58.916
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:03.916
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:08.906
40.00V;2.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:13.905
40.00V;2.39V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:18.915
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:23.912
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:28.908
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:33.905
40.00V;2.39V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:38.909
40.00V;2.36V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:43.907
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:48.913
40.00V;2.39V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:53.908
40.00V;2.40V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:12:58.914
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:03.918
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:08.916
40.00V;2.40V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:13.910
40.00V;2.39V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:18.906
40.00V;2.40V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:23.908
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:28.906
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:33.908
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:38.905
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:43.911
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:48.906
40.00V;2.39V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:53.916
40.00V;2.41V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:13:58.916
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:03.916
40.00V;2.40V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:08.909
40.00V;2.38V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:13.909
40.00V;2.38V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:18.909
40.00V;2.40V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:23.909
40.00V;2.39V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:28.915
40.00V;2.37V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;31.05.2024 19:14:33.913
