U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
0.00V;0.21V;0.000A;0.000A;320.00W;0.00W;N/A;N/A;N/A;On;CV;None;07.05.2024 17:13:23.920
40.00V;3.01V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:28.905
40.00V;3.08V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:33.905
40.00V;3.17V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:38.920
40.00V;3.10V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:43.920
40.00V;3.14V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:48.920
40.00V;3.00V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:53.936
40.00V;3.09V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:13:58.951
40.00V;3.00V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:03.951
40.00V;2.95V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:08.951
40.00V;2.97V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:13.951
40.00V;3.02V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:18.951
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:23.951
40.00V;3.04V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:28.951
40.00V;3.04V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:33.951
40.00V;2.98V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:38.967
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:43.967
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:48.967
40.00V;2.91V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:53.967
40.00V;2.96V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:14:58.967
40.00V;2.96V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:03.967
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:08.982
40.00V;2.95V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:13.983
40.00V;2.96V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:18.982
40.00V;2.94V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:23.983
40.00V;2.96V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:28.983
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:33.983
40.00V;2.96V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:38.983
40.00V;2.94V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:43.982
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:48.983
40.00V;2.95V;0.100A;0.122A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:53.998
40.00V;2.94V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:15:59.014
40.00V;2.89V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:04.029
40.00V;2.92V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:09.029
40.00V;2.94V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:14.045
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:19.061
40.00V;2.94V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:24.060
40.00V;2.95V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:29.061
40.00V;2.96V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:34.061
40.00V;2.94V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:39.061
40.00V;2.93V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:44.060
40.00V;2.95V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:49.061
40.00V;2.96V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:54.061
40.00V;2.93V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:16:59.060
40.00V;2.95V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:04.060
40.00V;2.89V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:09.060
40.00V;2.94V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:14.060
40.00V;2.90V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:19.076
40.00V;2.90V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:24.092
40.00V;2.82V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:29.092
40.00V;2.90V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:34.091
40.00V;2.88V;0.100A;0.121A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:39.107
40.00V;2.94V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:44.107
40.00V;2.90V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:49.107
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:54.107
40.00V;2.93V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:17:59.107
40.00V;2.95V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:04.107
40.00V;2.95V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:09.107
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:14.107
40.00V;2.87V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:19.107
40.00V;2.92V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:24.107
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:29.107
40.00V;2.91V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:34.123
40.00V;2.90V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:39.123
40.00V;2.94V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:44.123
40.00V;2.90V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:49.123
40.00V;2.85V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:54.138
40.00V;2.90V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:18:59.138
40.00V;2.87V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:04.138
40.00V;2.87V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:09.154
40.00V;2.90V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:14.154
40.00V;2.92V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:19.154
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:24.154
40.00V;2.89V;0.100A;0.122A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:29.154
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:34.154
40.00V;2.90V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:39.154
40.00V;2.87V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:44.154
40.00V;2.87V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:49.154
40.00V;2.88V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:54.154
40.00V;2.89V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:19:59.154
40.00V;2.88V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:04.154
40.00V;2.88V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:09.169
40.00V;2.90V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:14.169
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:19.169
40.00V;2.91V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:24.169
40.00V;2.85V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:29.185
40.00V;2.90V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:34.185
40.00V;2.88V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:39.185
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:44.185
40.00V;2.85V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:49.185
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:54.185
40.00V;2.88V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:20:59.185
40.00V;2.87V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:04.185
40.00V;2.87V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:09.185
40.00V;2.87V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:14.185
40.00V;2.86V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:19.185
40.00V;2.91V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:24.201
40.00V;2.86V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:29.200
40.00V;2.86V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:34.201
40.00V;2.86V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:39.201
40.00V;2.86V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:44.200
40.00V;2.88V;0.100A;0.122A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.05.2024 17:21:49.216
