U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
0.00V;0.23V;0.000A;0.000A;320.00W;0.00W;N/A;N/A;N/A;On;CV;None;07.06.2024 16:53:31.479
40.00V;1.93V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:53:36.470
40.00V;2.07V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:53:41.479
40.00V;2.23V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:53:46.476
40.00V;2.29V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:53:51.474
40.00V;2.32V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:53:56.493
40.00V;2.33V;0.100A;0.096A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:01.490
40.00V;2.38V;0.100A;0.107A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:06.493
40.00V;2.34V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:11.489
40.00V;2.40V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:16.497
40.00V;2.39V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:21.494
40.00V;2.38V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:26.486
40.00V;2.38V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:31.491
40.00V;2.40V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:36.499
40.00V;2.39V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:41.486
40.00V;2.39V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:46.490
40.00V;2.39V;0.100A;0.102A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:51.489
40.00V;2.39V;0.100A;0.104A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:54:56.499
40.00V;2.41V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:01.502
40.00V;2.39V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:06.516
40.00V;2.42V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:11.510
40.00V;2.43V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:16.506
40.00V;2.41V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:21.507
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:26.515
40.00V;2.47V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:31.511
40.00V;2.47V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:36.523
40.00V;2.40V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:41.518
40.00V;2.46V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:46.540
40.00V;2.43V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:51.542
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:55:56.553
40.00V;2.41V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:01.560
40.00V;2.43V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:06.576
40.00V;2.42V;0.100A;0.103A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:11.564
40.00V;2.45V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:16.586
40.00V;2.47V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:21.582
40.00V;2.44V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:26.606
40.00V;2.43V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:31.599
40.00V;2.48V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:36.611
40.00V;2.44V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:41.617
40.00V;2.46V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:46.628
40.00V;2.40V;0.100A;0.101A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:51.652
40.00V;2.44V;0.100A;0.098A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:56:56.646
40.00V;2.47V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:01.662
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:06.665
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:11.671
40.00V;2.42V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:16.663
40.00V;2.47V;0.100A;0.100A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:21.669
40.00V;2.44V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:26.661
40.00V;2.43V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:31.678
40.00V;2.48V;0.100A;0.105A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:36.677
40.00V;2.47V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:41.704
40.00V;2.47V;0.100A;0.099A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:57:46.718
