Time,Temperature (C),Pressure (kPa)
2024-05-27 14:43:02.135,21.7,101.8
2024-05-27 14:43:13.686,21.6,101.8
2024-05-27 14:43:25.290,21.4,101.8
2024-05-27 14:43:36.844,21.5,101.8
2024-05-27 14:43:48.428,21.5,101.8
2024-05-27 14:43:59.962,21.6,101.8
2024-05-27 14:44:11.406,21.6,101.8
2024-05-27 14:44:22.978,21.6,101.8
2024-05-27 14:44:34.648,21.6,101.8
2024-05-27 14:44:46.134,21.5,101.8
2024-05-27 14:44:57.678,21.6,101.8
2024-05-27 14:45:09.322,21.6,101.8
2024-05-27 14:45:20.659,21.5,101.8
2024-05-27 14:45:31.990,21.5,101.8
2024-05-27 14:45:43.779,21.5,101.8
2024-05-27 14:45:55.344,21.5,101.8
2024-05-27 14:46:06.960,21.4,101.8
2024-05-27 14:46:18.416,21.5,101.8
2024-05-27 14:46:29.765,21.6,101.8
2024-05-27 14:46:40.927,21.6,101.8
2024-05-27 14:46:52.436,21.6,101.8
2024-05-27 14:47:03.706,21.5,101.8
2024-05-27 14:47:15.244,21.4,101.8
2024-05-27 14:47:26.886,21.4,101.8
2024-05-27 14:47:38.049,21.4,101.8
2024-05-27 14:47:49.843,21.4,101.8
2024-05-27 14:48:01.370,21.5,101.8
2024-05-27 14:48:12.751,21.5,101.8
2024-05-27 14:48:24.216,21.6,101.8
2024-05-27 14:48:35.506,21.5,101.8
2024-05-27 14:48:46.958,21.6,101.8
2024-05-27 14:48:58.396,21.6,101.8
2024-05-27 14:49:09.839,21.5,101.8
2024-05-27 14:49:21.484,21.4,101.8
2024-05-27 14:49:33.030,21.6,101.8
2024-05-27 14:49:44.417,21.6,101.8
2024-05-27 14:49:55.703,21.5,101.8
2024-05-27 14:50:07.432,21.4,101.8
2024-05-27 14:50:18.610,21.5,101.8
2024-05-27 14:50:29.893,21.6,101.8
2024-05-27 14:50:41.105,21.6,101.8
2024-05-27 14:50:52.566,21.6,101.8
2024-05-27 14:51:04.062,21.5,101.8
2024-05-27 14:51:15.544,21.5,101.8
2024-05-27 14:51:27.028,21.6,101.8
2024-05-27 14:51:38.238,21.6,101.8
2024-05-27 14:51:49.619,21.6,101.8
2024-05-27 14:52:01.148,21.5,101.8
2024-05-27 14:52:12.453,21.6,101.8
2024-05-27 14:52:23.781,21.6,101.8
2024-05-27 14:52:35.250,21.5,101.8
2024-05-27 14:52:46.704,21.5,101.8
2024-05-27 14:52:58.051,21.4,101.8
2024-05-27 14:53:09.533,21.5,101.8
2024-05-27 14:53:20.681,21.3,101.8
2024-05-27 14:53:32.147,21.4,101.8
2024-05-27 14:53:43.410,21.5,101.8
2024-05-27 14:53:54.475,21.5,101.8
2024-05-27 14:54:05.728,21.5,101.8
2024-05-27 14:54:16.883,21.5,101.8
2024-05-27 14:54:28.250,21.5,101.8
2024-05-27 14:54:39.595,21.6,101.8
2024-05-27 14:54:50.900,21.6,101.8
2024-05-27 14:55:02.147,21.7,101.8
2024-05-27 14:55:13.461,21.6,101.8
2024-05-27 14:55:24.565,21.6,101.8
2024-05-27 14:55:35.797,21.5,101.8
2024-05-27 14:55:47.027,21.4,101.8
2024-05-27 14:55:58.315,21.4,101.8
2024-05-27 14:56:09.509,21.5,101.8
2024-05-27 14:56:20.659,21.5,101.8
2024-05-27 14:56:31.970,21.6,101.8
2024-05-27 14:56:43.126,21.5,101.8
2024-05-27 14:56:54.271,21.5,101.8
2024-05-27 14:57:05.436,21.5,101.8
