,Applied current / A,Current Density_mean,Current Density_std,FE_CO_mean,FE_CO_std,FE_H2_mean,FE_H2_std,FE_H2_c_mean,FE_H2_c_std
0,0.1,10.0,0.0,2.232901862988863,5.9077030314813515,29.172661646808187,48.39997775040217,97.76709813701113,5.907703031481353
1,0.25,25.0,0.0,9.234626593715065,13.173123885081834,93.6378479965772,15.58402607441161,90.76537340628494,13.173123885081832
2,0.5,50.0,0.0,81.12936878851116,31.78842198259194,100.0,0.0,18.870631211488842,31.788421982591945
3,1.0,100.0,0.0,70.30314155102376,3.3722311728196668,99.42849252477946,1.3999016984766417,29.696858448976247,3.372231172819669
4,1.5,150.0,0.0,25.469955040880432,22.728419242533477,62.006079286563306,38.936285886247845,74.53004495911956,22.728419242533477
5,2.0,200.0,0.0,2.1001950391656856,0.44246290916755643,0.9841826857108509,1.4509553717540404,97.89980496083432,0.44246290916755393
6,2.5,250.0,0.0,0.703403274282317,0.20025518268400516,0.027489232587020986,0.01712708813549123,99.29659672571768,0.20025518268400924
7,3.0,300.0,0.0,0.23227309367873591,0.0674175359241063,0.00930350083069389,0.0006171194192232058,99.76772690632126,0.06741753592410812
