Current [A],V,EC_kWh,FE_CO,FE_H2,FE_total,FE_O2,O2_vol,N2_vol,XO_CO,J
0.0985,2.25,7.387499999999999e-05,0.0,0.3321011741667942,0.3321011741667942,0.0,52.760860806691156,39.73877083148005,0.0,98
0.251,2.57,0.00021502333333333333,0.0,1.4066842986929435,1.4066842986929435,14.482510488747474,53.454498053451665,38.867312900740025,1.0381625877197789,251
0.497,3.09,0.00051191,0.0,45.22248490309886,45.22248490309886,17.046033040341275,56.922595035746404,34.597976005673324,1.2665762107546936,497
1.001,3.605,0.001202868333333333,2.9676967563538215,42.55747267820853,45.52516943456236,18.119448833640643,58.75520007876335,32.367818613185236,1.3653576095802578,1001
1.499,3.94,0.0019686866666666666,16.793748263592583,39.09713959396433,55.89088785755691,22.994424409177963,58.05817983654799,33.148777690089304,1.7596314066846181,1499
2.002,4.2,0.0028028,29.09081936604207,41.63488000619079,70.72569937223287,24.118058429095598,54.61320807996823,37.242731663841084,1.7922409753053499,2002
2.499,4.45,0.0037068500000000002,29.747402557962282,44.34090970249764,74.08831226045993,24.122747768975795,51.38242657451427,41.05199766191989,1.747042793444173,2499
3.001,4.68,0.004681559999999999,29.440183469962633,60.5920861050387,90.03226957500134,24.87834598057777,52.88078740985461,39.22776896072822,1.8315545393017687,3001
