Current Density_mean,O2_vol_percent,O2_vol%,H2_vol%,CO_vol%
0.0,0.0,0.0,0.0,0.0
100.0,43.7491132167201,47.11506318953895,52.88493681046104,0.0
250.0,87.23271360634335,45.521985054618064,54.478014945381936,0.0
500.0,86.99335883360504,17.639016214533385,74.21299895898532,8.147984826481286
1000.0,86.573301930646,17.21851791739071,56.20622829062103,26.575253791988256
1500.0,86.96719945999514,15.086665330505634,48.85258077676152,36.06075389273285
2000.0,87.15436144088612,13.990762162742625,51.614319932585566,34.394917904671814
2500.0,87.23960586589509,12.934052487502433,57.16802422451217,29.897923287985407
3000.0,86.43982696252107,13.945526615032433,64.08931755353063,21.965155831436938
