,Applied current / A,Current Density_mean,Current Density_std,FE_CO_mean,FE_CO_std,FE_H2_mean,FE_H2_std,FE_CO_sem,FE_H2_sem
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,100.0,0.0,0.0,0.0,1.5559592737040608,0.0017126301356221822,0.0,0.0009887874698237323
2,0.25,250.0,0.0,0.31721214752605553,0.5494275562931623,48.543852663804245,23.257727634809353,0.31721214752605553,13.427855310696179
3,0.5,500.0,0.0,8.034008842945573,3.8705118047143547,74.21701496139143,2.6397237844362524,2.234641032353457,1.524045237530528
4,1.0,1000.0,0.0,31.089244794404834,9.18865237123742,62.505166673784004,5.622202261108071,5.305070920023819,3.2459799888892675
5,1.5,1500.0,0.0,40.80189544220196,0.2539145545306826,55.97950647235933,0.527830894779683,0.14659763640945353,0.304743309187651
6,2.0,2000.0,0.0,39.017676088962645,1.2416601383164991,59.242210048769074,1.3550596143768288,0.7168728150990588,0.7823440331284526
7,2.5,2500.0,0.0,34.52648475500496,1.2803092601796182,65.28656436677089,2.8560046335104334,0.7391868960106732,1.6489150439640674
8,3.0,3000.0,0.0,29.5017874280056,4.530181158345459,73.48259618367776,3.262863284828756,2.6155013112485217,1.883814995824829
