Current [A],FE_O2,FE_O2_q25,FE_O2_q75,O2_vol,N2_vol,CO_vol,H2_vol,XO_CO,XO_H2,normalisation,Q_dry,V,O2_purity,O2_purity_q25,O2_purity_q75,n,FE_O2_err_low,FE_O2_err_high,EC_kWh
0.102,0.0,0.0,0.0,52.760860806691156,39.73877083148005,7.486944143801331,0.013424218027464392,0.0,0.0,1.0259610219735058,0.0,2.19,52.760860806691156,52.75518734392817,52.766534269454134,2,0.0,0.0,7.445999999999997e-05
0.255,14.255333853629867,14.183396440905398,14.387619406047502,53.454498053451665,38.867312900740025,7.6636519707755095,0.014537075032793376,1.021877684382998,0.0019383855932995292,1.0252537429429882,0.2492216956960903,2.55,53.454498053451665,53.15631892539553,53.982261644255416,3,0.07193741272446985,0.13228555241763473,0.00021674999999999998
0.501,16.9099369681629,16.72352280551018,16.958568749934393,56.922595035746404,34.597976005673324,8.45907133420131,0.02035762437895049,1.2564638258384886,0.0030238093050168257,1.0158366284437226,0.5504971161092155,3.03,56.922595035746404,56.22580516143049,57.18204932203773,3,0.1864141626527207,0.048631781771494076,0.00050601
1.001,18.119448833640643,18.10321084692236,18.135686820358927,58.75520007876335,32.367818613185236,8.854738554099383,0.02224275395202696,1.3653576095802578,0.0034297009940231693,1.0053096487415698,1.153763979573529,3.59,58.75520007876335,58.69635262675524,58.81404753077147,2,0.016237986718284247,0.016237986718284247,0.0011978633333333333
1.505,22.902752285287555,22.64327067907531,23.134933447663045,58.05817983654799,33.148777690089304,8.882929357931573,0.02226041030214796,1.7526162648639487,0.004385527848679844,0.997284097449463,2.237431828731896,3.95,58.05817983654799,57.51275293452681,58.457858445418964,4,0.25948160621224403,0.2321811623754897,0.0019815833333333335
2.007,24.05797357999471,23.966604935885734,24.14934222410368,54.61320807996823,37.242731663841084,8.116758559476528,0.027301696714152134,1.787776000279676,0.006013362931679474,0.9947587500605262,3.339444772532051,4.24,54.61320807996823,54.41077145898342,54.81564470095305,2,0.09136864410897516,0.09136864410897161,0.0028365600000000006
2.505,24.0649687324034,23.86399040385697,24.230848821419293,51.38242657451427,41.05199766191989,7.440570277782002,0.0464580800378187,1.7428582598071811,0.010879325072904759,0.9954542311786236,4.429514907157376,4.46,51.38242657451427,50.935082290382205,51.729701354865654,3,0.20097832854643016,0.1658800890158929,0.0037241
3.004,24.853500761555885,24.551249505275404,26.404439891540164,52.88078740985461,39.22776896072822,7.786212660438429,0.10523096897874454,1.8297254235834246,0.024728810743513102,0.9846898702286772,5.387335319337156,4.72,52.88078740985461,52.07069362041859,56.753733134052915,5,0.30225125628048133,1.550939129984279,0.0047262933333333335
