U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
40.00V;3.04V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:33.551
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:38.493
40.00V;3.05V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:43.496
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:48.540
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:53.489
40.00V;3.02V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 16:59:58.497
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:03.549
40.00V;3.04V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:08.515
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:13.507
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:18.537
40.00V;3.00V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:23.505
40.00V;3.01V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:28.518
40.00V;3.05V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:33.530
40.00V;3.04V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:38.515
40.00V;3.05V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:43.506
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:48.538
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:53.519
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:00:58.506
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:03.530
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:08.513
40.00V;3.01V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:13.515
40.00V;3.06V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:18.570
40.00V;3.05V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:23.514
40.00V;3.05V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:28.515
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:33.577
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:38.520
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:43.513
40.00V;3.01V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:48.517
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:53.519
40.00V;3.02V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:01:58.532
40.00V;3.00V;0.100A;0.121A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:03.522
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:08.541
40.00V;3.00V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:13.539
40.00V;2.97V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:18.556
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:23.553
40.00V;3.02V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:28.560
40.00V;3.01V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:33.569
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:38.595
40.00V;3.04V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:43.589
40.00V;2.97V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:48.596
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:53.589
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:02:58.591
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:03.586
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:08.590
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:13.587
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:18.599
40.00V;3.01V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:23.595
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:28.591
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:33.591
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:38.606
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:43.605
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:48.603
40.00V;2.99V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:53.599
40.00V;3.02V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:03:58.612
40.00V;2.97V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:03.623
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:08.626
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:13.627
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:18.622
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:23.618
40.00V;3.00V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:28.622
40.00V;3.01V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:33.624
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:38.629
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:43.631
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:48.655
40.00V;3.04V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:53.648
40.00V;3.01V;0.100A;0.111A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:04:58.676
40.00V;3.00V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:03.672
40.00V;3.01V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:08.690
40.00V;3.04V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:13.692
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:18.678
40.00V;3.03V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:23.700
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:28.718
40.00V;3.00V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:33.723
40.00V;3.00V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:38.720
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:43.723
40.00V;3.01V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:48.714
40.00V;3.03V;0.100A;0.110A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:53.714
40.00V;3.03V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:05:58.737
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:03.755
40.00V;2.98V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:08.745
40.00V;3.01V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:13.756
40.00V;2.98V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:18.757
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:23.766
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:28.771
40.00V;3.02V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:33.761
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:38.771
40.00V;2.98V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:43.770
40.00V;3.01V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:48.765
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:53.763
40.00V;3.00V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:06:58.784
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:03.787
40.00V;3.00V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:08.776
40.00V;3.00V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:13.780
40.00V;3.03V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:18.796
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:23.802
40.00V;2.99V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:28.802
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:33.802
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:38.805
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:43.814
40.00V;3.03V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:48.821
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:53.842
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:07:58.850
40.00V;3.00V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:03.842
40.00V;3.00V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:08.848
40.00V;2.98V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:13.854
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:18.861
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:23.865
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:28.868
40.00V;2.96V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:33.870
40.00V;3.00V;0.100A;0.112A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:38.884
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:43.885
40.00V;2.98V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:48.886
40.00V;2.96V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:53.909
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:08:58.909
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:03.921
40.00V;2.99V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:08.929
40.00V;2.97V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:13.927
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:18.917
40.00V;3.00V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:23.919
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:28.919
40.00V;2.99V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:33.923
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:38.926
40.00V;3.00V;0.100A;0.120A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:43.930
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:48.929
40.00V;3.03V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:53.921
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:09:58.929
40.00V;3.02V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:03.928
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:08.916
40.00V;3.01V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:13.927
40.00V;3.03V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:18.926
40.00V;3.04V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:23.921
40.00V;2.99V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:28.921
40.00V;3.00V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:33.927
40.00V;2.97V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:38.927
40.00V;3.03V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:43.919
40.00V;2.97V;0.100A;0.115A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:48.921
40.00V;2.95V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:53.922
40.00V;2.99V;0.100A;0.118A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:10:58.925
40.00V;2.97V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:03.919
40.00V;3.00V;0.100A;0.117A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:08.916
40.00V;3.00V;0.100A;0.119A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:13.927
40.00V;3.00V;0.100A;0.114A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:18.937
40.00V;2.96V;0.100A;0.116A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:23.943
40.00V;3.02V;0.100A;0.113A;320.00W;0.00W;N/A;N/A;N/A;On;CC;None;07.06.2024 17:11:28.932
